3,1.690623
1003,193.187255
2003,285.288661
3003,451.850422
4003,431.003901
5003,515.807838
6003,612.437750
7003,707.024036
8003,781.145248
9003,865.080899


3,2.514055
1003,121.082320
2003,206.904423
3003,323.536640
4003,387.936404
5003,474.848151
6003,599.759535
7003,371.753682
8003,378.791868
9003,425.015973


3,0.303408
1003,37.474510
2003,85.659824
3003,132.464488
4003,176.030128
5003,215.320344
6003,264.795871
7003,325.496028
8003,390.741832
9003,437.579316


3,0.255271
1003,34.985982
2003,79.477891
3003,128.050853
4003,171.033746
5003,223.014575
6003,270.567912
7003,330.025265
8003,373.676967
9003,488.190070


3,0.289550
1003,42.684226
2003,89.457892
3003,132.236203
4003,180.175729
5003,229.871154
6003,285.545390
7003,326.811403
8003,391.157924
9003,450.897898


3,0.273505
1003,41.177397
2003,89.177823
3003,122.698915
4003,176.669399
5003,213.800387
6003,270.961394
7003,335.812623
8003,391.871224
9003,461.591563


3,0.324194
1003,38.936848
2003,85.806058
3003,128.544256
4003,177.504865
5003,229.023290
6003,287.596310
7003,343.587447
8003,389.706891
9003,464.219760


3,0.257094
1003,43.353035
2003,86.539416
3003,129.719231
4003,176.374015
5003,225.290133
6003,271.890945
7003,332.632311
8003,368.048972
9003,437.884548


3,0.321642
1003,38.116333
2003,84.146432
3003,117.830167
4003,167.577011
5003,220.139130
6003,277.462781
7003,321.165903
8003,372.323666
9003,448.188743


3,0.520389
1003,38.867560
2003,92.310363
3003,126.048070
4003,185.269479
5003,224.368970
6003,270.667833
7003,324.294431
8003,406.677306
9003,436.473993


