3,1.818259
1003,44.859864
2003,79.222984
3003,109.717656
4003,143.993620
5003,187.915545
6003,215.816299
7003,248.758289
8003,277.069299
9003,293.151371


3,0.273504
1003,42.166755
2003,84.587686
3003,108.297984
4003,141.026277
5003,180.978373
6003,207.061962
7003,257.887508
8003,278.188116
9003,307.173406


3,0.311066
1003,42.072305
2003,78.848101
3003,121.240223
4003,145.951912
5003,168.606483
6003,212.675736
7003,249.244398
8003,271.103982
9003,308.850172


3,0.457299
1003,44.732228
2003,76.096279
3003,120.795686
4003,157.326788
5003,183.005589
6003,224.395956
7003,250.134564
8003,270.779787
9003,298.119674


3,0.282621
1003,50.145431
2003,76.258559
3003,108.175819
4003,145.817714
5003,175.909056
6003,201.273146
7003,233.193323
8003,263.630741
9003,310.565593


3,0.330758
1003,39.848894
2003,76.184895
3003,118.411821
4003,144.881234
5003,179.656070
6003,208.480175
7003,245.297544
8003,284.295656
9003,300.286195


3,0.274234
1003,41.955609
2003,76.567801
3003,120.819756
4003,141.530984
5003,183.310456
6003,209.469897
7003,262.129383
8003,304.543750
9003,306.878751


3,0.273505
1003,45.293459
2003,79.437412
3003,117.297745
4003,142.284763
5003,176.920294
6003,208.368585
7003,240.490427
8003,274.423598
9003,302.377958


3,0.274963
1003,41.283517
2003,81.995957
3003,109.790590
4003,141.949628
5003,178.587943
6003,194.055906
7003,238.720669
8003,257.441513
9003,284.436420


3,0.254177
1003,42.110595
2003,71.344592
3003,108.703501
4003,130.898583
5003,175.442640
6003,197.617300
7003,229.301900
8003,258.093549
9003,297.068687


