3,2.071707
1003,45.882771
2003,82.470761
3003,112.005978
4003,160.799931
5003,188.324708
6003,211.266275
7003,264.776179
8003,292.378994
9003,317.135539


3,0.286268
1003,50.982356
2003,76.905488
3003,121.847403
4003,150.139451
5003,195.333719
6003,222.840261
7003,267.210735
8003,288.217348
9003,306.178579


3,0.285174
1003,47.114271
2003,83.313884
3003,119.586797
4003,154.431285
5003,197.425847
6003,221.307906
7003,258.726257
8003,274.436726
9003,319.680955


3,0.490849
1003,49.001817
2003,81.962042
3003,123.753548
4003,155.325828
5003,186.451748
6003,223.534234
7003,254.104392
8003,288.305598
9003,311.617310


3,0.306690
1003,46.854989
2003,80.864377
3003,121.801090
4003,145.168960
5003,179.645130
6003,215.420264
7003,260.100344
8003,300.554594
9003,315.736289


3,0.433596
1003,45.940390
2003,87.445992
3003,115.393424
4003,160.423590
5003,180.680435
6003,213.487498
7003,253.718569
8003,288.370146
9003,316.168791


3,0.286633
1003,49.423379
2003,85.561727
3003,120.821579
4003,155.664973
5003,174.129453
6003,212.975133
7003,265.459575
8003,288.265849
9003,322.157813


3,0.326383
1003,43.305628
2003,84.165395
3003,120.460188
4003,151.696604
5003,177.267099
6003,222.768421
7003,259.600012
8003,279.098704
9003,310.328190


3,0.280798
1003,55.108629
2003,86.539415
3003,128.939561
4003,149.378379
5003,185.255986
6003,212.495587
7003,252.120573
8003,280.219344
9003,308.941340


3,0.281892
1003,56.493291
2003,81.494166
3003,122.969866
4003,142.244284
5003,181.410510
6003,211.524464
7003,248.269263
8003,284.301126
9003,311.993651


